id,K,topic,topic_category,title_gemini,Interaction,CCF_Lead,CCF_Max_Corr,p_E_to_R,p_R_to_E,Granger_Lag,Keywords,K_clean,topic_clean,Representative_Articles
41.0,23,21,5. ブラックミュージック・ジャンル論 ✊,青春のライブ＆喫茶ガイド,No Interaction,Rが6ヶ月先行,0.369527,0.777313,0.677434,1.0,"営業時間, 音楽番組, 新製品, ライブ・スポット・ガイド, 最新情報, ブラジル, am, 集計, 店内, 及川, 推薦, 公生, sa, coast, ニュース",23.0,21.0,"(1) [Th: 96.6%] [ADLIB 1980/7] あの店この店 ミニ・ガイド ●クルーゾ 今月のあの店この店ミニ・ガイド...
(2) [Th: 96.2%] [ADLIB 1978/10] OUR SOUL SPOT クロスオーバーの新譜が一番早いと評判のポニ...
(3) [Th: 95.4%] [ADLIB 1979/4] ●エリゼッチ サンバの波が押しよせる中,昨年12月にオープンした。『珈...
(4) [Th: 95.3%] [ADLIB 1980/11] 話題・情報・紹介 世界のニュース -59 全国コンサート&ライブ・スポ...
(5) [Th: 95.3%] [ADLIB 1977/10] ●クロスオーバー専門新聞を読もう! 前号(16号)で紹介した。すすんで...
(6) [Th: 95.2%] [ADLIB 1980/12] 話題・情報・紹介 - 世界のニュース――59 - 全国コンサート&ライ...
(7) [Th: 95.2%] [ADLIB 1980/5] ●気まぐれ亭 今回紹介するのは、京都は左京区にある気まぐれ亭。店内の色...
(8) [Th: 94.9%] [ADLIB 1980/10] 話題・情報・紹介 世界のニュース -61 全国コンサート&ライブ・スポ..."
42.0,23,22,7. 来日ミュージシャン・人間探訪 🇯🇵,ファンが作る、熱狂の音楽誌,Bottom-Up (R→E),Eが1ヶ月先行,-0.485074,0.153368,0.00190516,1.0,"野口, ショー, 武道館, アルト, 吹く, まいる, 日野, 先生, 去年, ステージ, ライブ・ハウス, 新田, こっち, とれる, ホーン",23.0,22.0,"(1) [Th: 97.4%] [ADLIB 1981/5] ...さんの意見を聞かせて下さい。 [個人情報]
(2) [Th: 97.4%] [ADLIB 1981/5] ...さんの意見を聞かせて下さい。 [個人情報]
(3) [Th: 97.4%] [ADLIB 1980/3] アメリカ23日間シッチャカメッチャカ見て歩きレポート Vol.1 笠木...
(4) [Th: 96.5%] [ADLIB 1981/11] ...もよろしいんじゃないですか? [個人情報] [個人情報]
(5) [Th: 91.7%] [ADLIB 1981/9] ...ト!バイト!!!バイト!!! [個人情報]
(6) [Th: 91.5%] [ADLIB 1981/5] ...、僕にしてはいい先生でした。 [個人情報] [個人情報]
(7) [Th: 91.5%] [ADLIB 1981/5] ...、僕にしてはいい先生でした。 [個人情報] [個人情報]
(8) [Th: 90.6%] [ADLIB 1977/7] ●来日したスピナーズの野球好き(35頁の秘密情報に紹介)には驚いてしま..."
43.0,23,23,5. ブラックミュージック・ジャンル論 ✊,雑誌が仕掛けるソウル・ディスコ旋風,Top-Down (E→R),同時/なし,-0.543516,1.2e-05,0.0675349,11.0,"ファイアー, アース・ウインド, 協会, 地区, ソウル・トレイン, 主催, ソウル・ディスコ, 開く, ソウル・ダンス, ディスコ, dj, 最優秀, 開催, 出場, 全国",23.0,23.0,"(1) [Th: 97.5%] [ADLIB 1976/10] アース、ウインド＆ファイアー最新リポート ニューヨークの中に、マンハッ...
(2) [Th: 97.2%] [ADLIB 1978/4] ●アース・ウインド&ファイアー・コンサート・レポート ●森下彰夫 ● ...
(3) [Th: 93.8%] [ADLIB 1977/4] ●去る2月4日,六本木のエンパシーでワーナー・パイオニア主催の「ダンス...
(4) [Th: 93.1%] [ADLIB 1977/1] - 去る9月21日,新宿のビッグ・トゥゲザーで全国ラテン・ハッスル・コ...
(5) [Th: 92.6%] [ADLIB 1978/4] ●ラジオ関西で放送中の「ソウル・パーティー」を聴いてみよう！！！ ラジ...
(6) [Th: 92.3%] [ADLIB 1978/4] ●ラジオ関西で放送中の「ソウル・パーティー」を聴いてみよう!!! ラジ...
(7) [Th: 91.9%] [ADLIB 1977/4] ●14号でもレポートしたように、ニューヨークで行なわれたディスコ会議は...
(8) [Th: 91.8%] [ADLIB 1977/7] - マンハッタン・シアター、オープン 一段落したディスコティック界に去..."
44.0,25,1,1. 読者コミュニティ・流通 (売買/募集/ペンパル) 🤝,FMフュージョン交換室,No Interaction,Eが4ヶ月先行,0.337919,0.332342,0.867231,1.0,"譲る, ダビング, ラリー・カールトン, リー・リトナー, クルセイダーズ, nhk, まま, ブラインドフォールドテスト, テープ, 往復, ラリー, fm東京, 放送, 送料, 売却",25.0,1.0,"(1) [Th: 94.7%] [ADLIB 1981/5] ...ます。とにかく連絡を下さい。 [個人情報] [個人情報]
(2) [Th: 93.5%] [ADLIB 1981/11] ...¥18,000で。送料当方で [個人情報]
(3) [Th: 93.0%] [ADLIB 1981/10] ...必ずお礼させていただきます。 [個人情報]
(4) [Th: 92.3%] [ADLIB 1981/4] ...で。できるかぎりお礼します。 [個人情報]
(5) [Th: 92.1%] [ADLIB 1981/11] ...復ハガキで連絡してください。 [個人情報]
(6) [Th: 91.7%] [ADLIB 1978/7] Crossover Drum Special ドラム・テクニック分析 ...
(7) [Th: 91.2%] [ADLIB 1981/8] ...いします。ハガキ待ってます。 [個人情報]
(8) [Th: 90.9%] [ADLIB 1981/11] ...キにて即一報お願い致します。 [個人情報]"
45.0,25,2,4. 雑誌編集・ファン心理・特典グッズ 🎁,読んで、買って、アドリブ！,No Interaction,同時/なし,-0.111587,0.757707,0.564481,1.0,"記事, 読む, 買う, アドリブ, 本屋, 載る, 載せる, ほしい, 雑誌, ページ, 内容, のせる, 絶対, 毎号, よい",25.0,2.0,"(1) [Th: 93.9%] [ADLIB 1982/1] ...んも買ってみてはどうですか？ [個人情報]
(2) [Th: 93.7%] [ADLIB 1981/5] ...ペンネームでお願いします。) [個人情報] 哀愁の真子・デ・ルシア(16歳)
(3) [Th: 93.7%] [ADLIB 1981/5] ...ペンネームでお願いします。) [個人情報] 哀愁の真子・デ・ルシア(16歳)
(4) [Th: 93.6%] [ADLIB 1980/4] ...て内容の充実をお続け下さい。 [個人情報]
(5) [Th: 92.9%] [ADLIB 1980/5] ...13-3西麻布職員寮507号 [個人情報]
(6) [Th: 92.3%] [ADLIB 1980/4] ...リブ・スタッフ・ガンバレヤ! [個人情報]
(7) [Th: 92.1%] [ADLIB 1980/9] ...雨がふろうとも俺はまけない！ [個人情報]
(8) [Th: 91.4%] [ADLIB 1980/3] ...くしてもらえないでしょうか? [個人情報]"
46.0,25,3,7. 来日ミュージシャン・人間探訪 🇯🇵,世界の音楽人と日本人,No Interaction,Eが9ヶ月先行,0.409441,0.94902,0.512961,1.0,"パーソン, 二人, 通訳, 会う, keiko, 慶子, 肥田, ポール・サイモン, シーウィンド, 遊び, ハワイ, 食べる, ジョージ, アメリカ人, 述べる",25.0,3.0,"(1) [Th: 98.3%] [ADLIB 1980/9] KEIKOのパーソンtoパーソン ●4●リタ・クーリッジの巻 私がリタ...
(2) [Th: 98.1%] [ADLIB 1980/8] KEIKOのパーソンtoパーソン ●3●ハーブ・アルパートの巻 すいこ...
(3) [Th: 98.0%] [ADLIB 1981/9] KEIKOのパーソンtoパーソン ●16●ジェリー・ヘイの巻 今や、L...
(4) [Th: 97.9%] [ADLIB 1981/4] KEIKOのパーソンtoパーソン ●11 ニール・ラーセン/バジー・フ...
(5) [Th: 97.9%] [ADLIB 1980/6] ★僕のN.Y.なんでも見聞記★ ●スティーブ・ガッドやリチャード・ティ...
(6) [Th: 97.8%] [ADLIB 1981/5] KEIKOのパーソンtoパーソン ●12●シーウィンドの巻 シーウィン...
(7) [Th: 97.8%] [ADLIB 1981/11] KEIKOのパーソンtoパーソン ●18●ジョージ・ハリソンの巻 あま...
(8) [Th: 97.7%] [ADLIB 1981/10] ★僕のN.Y.なんでも見聞記★ ●ミュージシャンとの人間的な触れ合いっ..."
47.0,25,4,7. 来日ミュージシャン・人間探訪 🇯🇵,編集部が誘う！洋楽熱の鼓動,Top-Down (E→R),Eが8ヶ月先行,0.604624,0.0428467,0.0688282,1.0,"out, バイバイ。, ランディ, heartbeat, ii, it, 新人, 幸せ, 身近, ノエル・ポインター, 中古レコード, 一生懸命, 経営, 兄弟, バイオリン",25.0,4.0,"(1) [Th: 97.6%] [ADLIB 1978/7] ●ラスベガスのダイアナ・ロス見聞記● 4月22日、深夜ラスベガス、シー...
(2) [Th: 97.3%] [ADLIB 1980/9] ★僕のN.Y.なんでも見聞記★ ●マイケル・ブレッカーは新人発掘の名人...
(3) [Th: 96.8%] [ADLIB 1981/1] ★僕のN.Y.なんでも見聞記★ ●ニューヨーカーのたまり場 今月はNY...
(4) [Th: 96.4%] [ADLIB 1978/4] ●アスペクト・イン・クロスオーバーからのお知らせ みなさんお元気ですか...
(5) [Th: 96.4%] [ADLIB 1978/4] ●アスペクト・イン・クロスオーバーからのお知らせ みなさんお元気ですか...
(6) [Th: 95.9%] [ADLIB 1980/11] ●AOR旋風はディスコまで 今年の初めから春にかけての日本のディスコは...
(7) [Th: 94.2%] [ADLIB 1981/12] ●あのMedia Soundを見学できた！ アメリカはNew York...
(8) [Th: 91.9%] [ADLIB 1982/1] ●タッチ・レスポンスで差をつけよう！ YAMAHA ELECTORON..."
48.0,25,5,3. 奏法・技術・オーディオ・機材 🎧,読者の情熱が創る！ソウル＆オーディオ,Bottom-Up (R→E),Rが8ヶ月先行,-0.569733,0.3426,0.0339062,1.0,"スティービー, audio, 試聴, カセット・デッキ, グラディス・ナイト, パイオニア, メロウ, sansui, ザ・ピップス, プリメイン・アンプ, 新婚, テクニクス, ソフト, special, マービン",25.0,5.0,"(1) [Th: 95.0%] [ADLIB 1981/5] ...によっては可愛いと思います。 [個人情報]
(2) [Th: 95.0%] [ADLIB 1981/5] ...によっては可愛いと思います。 [個人情報]
(3) [Th: 92.1%] [ADLIB 1980/9] 音楽とは・・ 9月に東京、京都で3回に渡り、パーカッションのソロ・コン...
(4) [Th: 91.6%] [ADLIB 1979/10] 発見・再発見の楽しさ - クロスオーバー界楽器別展望 (鈴木ひとみ) ...
(5) [Th: 90.6%] [ADLIB 1980/5] AUDIO SPECIAL - 人気ミュージシャンが自分の「新作」で「...
(6) [Th: 90.2%] [ADLIB 1980/4] AUDIO SPECIAL - 人気ミュージシャンが自分の「新作」で「...
(7) [Th: 89.9%] [ADLIB 1980/3] AUDIO SPECIAL 人気ミュージシャンが自分の「新作」で「噂の...
(8) [Th: 89.5%] [ADLIB 1977/4] ●本号の「ソウル・イン・ジャパン」でお届けしたように、昨年暮から今春に..."
49.0,25,6,4. 雑誌編集・ファン心理・特典グッズ 🎁,ソウル・ファンクラブ便り,No Interaction,Eが4ヶ月先行,0.43927,0.177731,0.141385,1.0,"ファン・クラブ, 入会, 切手, 発足, スリー・ディグリーズ, 下記, 住所, 同封, 会員, ジャクソン・ファイブ, テンプテーションズ, シスター, 申し込む, タバレス, 苦情",25.0,6.0,"(1) [Th: 96.2%] [ADLIB 1976/7] ...の宛先までお申し込み下さい。 [個人情報] ビクター音楽産業内ハウス・オブ・テンプテーションズ係。
(2) [Th: 95.8%] [ADLIB 1976/7] ...の入会方法も教えてください。 [個人情報] ○まずファン・レターの宛先ですが、H&L Record C...
(3) [Th: 94.3%] [ADLIB 1975/7] アドリブ読者の広場 ●ご意見,提案,苦情,質問,珍問。うれしかったこと...
(4) [Th: 94.3%] [ADLIB 1976/7] ...0円切手同封のうえ、〒100 [個人情報] ソウル愛好会""G.D.Soul""係まで。なお会費は百円です...
(5) [Th: 94.1%] [ADLIB 1974/7] アドリブ読者の広場 ●今号初登場のページですので、創刊号から第3号まで...
(6) [Th: 94.1%] [ADLIB 1976/4] アドリブ読者の広場 ●ご意見,提案,苦情,質問,珍問。うれしかったこと...
(7) [Th: 94.1%] [ADLIB 1976/7] アドリブ読者の広場 ●ご意見,提案,苦情,質問,珍問。うれしかったこと...
(8) [Th: 93.9%] [ADLIB 1976/1] K.C.&サンシャイン・バンドのファン・クラブ誕生 このほどK.C.&..."
50.0,25,7,6. 映像・メディア連動 (映画/CM/TV) 📺,読者の声！サントラ音響追求,Bottom-Up (R→E),Eが2ヶ月先行,-0.561802,0.610027,0.00448487,1.0,"画面, 監督, 映画, cinema, オーティス, ルーツ, you, 歌う, 主演, シーン, 主題歌, 公開, 流れる, 作曲, 脚本",25.0,7.0,"(1) [Th: 97.8%] [ADLIB 1981/12] CINEMA 画面ばかりじゃない。ほら映画の中にはいい音楽もあるんだ。...
(2) [Th: 97.7%] [ADLIB 1980/3] アメリカ23日間シッチャカメッチャカ見て歩きレポート Vol.1 笠木...
(3) [Th: 97.6%] [ADLIB 1980/12] CINEMA 画面ばかりじゃない。ほら映画の中にはいい音楽もあるんだ。...
(4) [Th: 97.4%] [ADLIB 1981/5] CINEMA 画面ばかりじゃない。 ほら映画の中にはいい音楽もあるんだ...
(5) [Th: 97.2%] [ADLIB 1980/8] CINEMA 画面ばかりじゃない。 ほら映画の中にはいい音楽もあるんだ...
(6) [Th: 97.1%] [ADLIB 1981/8] CINEMA 画面ばかりじゃない。ほら映画の中にはいい音楽もあるんだ。...
(7) [Th: 97.1%] [ADLIB 1981/10] CINEMA 画面ばかりじゃない。 ほら映画の中にはいい音楽もあるんだ...
(8) [Th: 96.9%] [ADLIB 1981/5] CINEMA [個人情報] [個人情報] ●「ジャズ・シンガー」 これが3度目の映画化..."
51.0,25,8,7. 来日ミュージシャン・人間探訪 🇯🇵,編集部が導く音のフロンティア,Top-Down (E→R),Eが8ヶ月先行,-0.600316,0.0371273,0.389799,1.0,"奏者, 自ら, ギタリスト, world, ストーリー, around, 解説, from, 山岸潤史, bcm, リポート, voice, サックス, the, キーボード",25.0,8.0,"(1) [Th: 96.3%] [ADLIB 1981/4] インタビュー/リポート/ストーリー FROM AROUND THE W...
(2) [Th: 96.1%] [ADLIB 1981/1] インタビュー/リポート/ストーリー FROM AROUND THE W...
(3) [Th: 95.3%] [ADLIB 1981/9] インタビュー/リポート/ストーリー FROM AROUND THE W...
(4) [Th: 95.2%] [ADLIB 1981/10] インタビュー／リポート／ストーリー FROM AROUND THE W...
(5) [Th: 95.1%] [ADLIB 1980/7] インタビュー/リポート/ストーリー FROM AROUND THE W...
(6) [Th: 95.0%] [ADLIB 1980/8] インタビュー/リポート/ストーリー FROM AROUND THE W...
(7) [Th: 94.6%] [ADLIB 1980/9] インタビュー/リポート/ストーリー FROM AROUND THE W...
(8) [Th: 94.1%] [ADLIB 1981/8] インタビュー/リポート/ストーリー FROM AROUND THE W..."
52.0,25,9,1. 読者コミュニティ・流通 (売買/募集/ペンパル) 🤝,バンドメンバー・仲間募集,No Interaction,Eが2ヶ月先行,-0.352832,0.616566,0.0970958,1.0,"メンバー募集, 募集, 練習, 当方, プロ, ペンパル, ドラムス, フレンド, 指向, 男女, 求む, 問う, やる気, テク, ベース",25.0,9.0,"(1) [Th: 98.7%] [ADLIB 1981/4] [個人情報] 音楽が大好きで、プレイすることがなにより好きな音楽仲間が集...
(2) [Th: 98.7%] [ADLIB 1981/9] [個人情報] ●音楽が大好きで、プレイすることがなにより好きな音楽仲間が...
(3) [Th: 98.1%] [ADLIB 1981/6] [個人情報] ●音楽が大好きで、プレイすることがなにより好きな音楽仲間が...
(4) [Th: 97.5%] [ADLIB 1981/5] [個人情報] ●音楽が大好きで、プレイすることがなにより好きな音楽仲間が...
(5) [Th: 95.9%] [ADLIB 1981/5] ...仕事、コンサートの予定あり。 [個人情報] [電話番号] [個人情報]
(6) [Th: 95.7%] [ADLIB 1980/7] ...いらっしゃったら連絡下さい。 [個人情報]
(7) [Th: 95.7%] [ADLIB 1981/2] ...各セクションを求めています。 [個人情報]
(8) [Th: 95.6%] [ADLIB 1980/3] ...高一。近くの人はすぐ連絡を。 [個人情報] [電話番号]（7:00p.m.～9:00p.m.） [個人..."
53.0,25,10,2. ライブ・イベント・コンサート情報 🏟️,新潮流フュージョンの熱演,No Interaction,Rが2ヶ月先行,-0.40035,0.129614,0.365882,2.0,"アンコール, ソロ, ノリ, 終わる, 野呂, 拍手, 会場, 迫力, 手拍子, 弾く, 向井, まくる, 途中, 当る, 観客",25.0,10.0,"(1) [Th: 97.2%] [ADLIB 1981/5] ...御卒業おめでとうございます。 [個人情報] [個人情報]
(2) [Th: 97.2%] [ADLIB 1981/3] ...黒い車で走り去ってしまった。 [個人情報]
(3) [Th: 97.0%] [ADLIB 1981/7] ...が作ったライブ！もう最高だ！ [個人情報]
(4) [Th: 96.7%] [ADLIB 1981/9] ...ープ――今度はぜひ郡山へ。」 [個人情報]
(5) [Th: 96.2%] [ADLIB 1981/5] ...んがひときわ目立ってました。 [個人情報] [個人情報]
(6) [Th: 96.0%] [ADLIB 1981/12] ...のすごさに改めて驚きました。 [個人情報] [個人情報]
(7) [Th: 95.9%] [ADLIB 1980/8] ...い出に残るコンサートでした。 [個人情報]
(8) [Th: 95.9%] [ADLIB 1980/0] ...リーとおどりたかったよー！！ [個人情報]"
54.0,25,11,2. ライブ・イベント・コンサート情報 🏟️,あなたの声でJAZZ名演へ,Bottom-Up (R→E),Rが1ヶ月先行,0.485997,0.113424,0.0299744,12.0,"招待, 渡辺香津美, 必着, 渡辺, kylyn, 神崎, オン・ザ・ロード, 東京公演, 明記, 〆切, 増尾好秋, コーティンザクション, 日野皓正, ka, 応募",25.0,11.0,"(1) [Th: 93.8%] [ADLIB 1981/6] ●コンサート招待 ウェザー・リポートのコンサートにご招待 昨年にひき続...
(2) [Th: 93.7%] [ADLIB 1981/4] ●シーウインドのコンサートにご招待 3月に待望の来日を果すシーウインド...
(3) [Th: 93.7%] [ADLIB 1981/6] ●ライブ・コンサート ORANGE EXPRESS 渡辺貞夫ツアーにご...
(4) [Th: 92.8%] [ADLIB 1980/7] ●ライブ・アンダー・ザ・スカイ’80のコンサートにご招待 今年もまた素...
(5) [Th: 92.2%] [ADLIB 1980/11] ●日野皓正のコンサートにご招待 ニューヨーカーを引きつれて帰国、11月...
(6) [Th: 92.1%] [ADLIB 1981/7] ●フューズ・ワンのコンサートにご招待 スティーブ・カーン、ウィル・リー...
(7) [Th: 91.6%] [ADLIB 1981/4] ●スタッフのコンサートにご招待 昨年にひきつづき来日するスタッフのコン...
(8) [Th: 91.2%] [ADLIB 1981/5] ●ザ・スタイリスティックスのコンサートにご招待 美しいファルセットとハ..."
55.0,25,12,7. 来日ミュージシャン・人間探訪 🇯🇵,来日スター、サイン色紙に歓喜！,No Interaction,Rが8ヶ月先行,-0.514692,0.492834,0.375099,1.0,"松永, サイン, スティーブ, photo, cover, 自筆, スティーブ・ガッド, steve, george, クインシー, friend, 届く, 荒木, 後記, ship",25.0,12.0,"(1) [Th: 95.1%] [ADLIB 1977/7] 1977 Summer No.16 Editor = 安藤和正 松下佳...
(2) [Th: 95.0%] [ADLIB 1980/8] ●スティーブ・ガットの一日編集長ぶりは? 今月号の大目玉企画STEVE...
(3) [Th: 94.3%] [ADLIB 1977/10] 1977 Autumn No.17 Editor=安藤和正 松下佳男 ...
(4) [Th: 94.2%] [ADLIB 1980/4] ●スパークリング・カクテルの作り方 ボブ・ジェームス作のキャンペーン・...
(5) [Th: 92.4%] [ADLIB 1978/4] Cover Design=山口至剛 Editor=安藤和正 松下佳男 ...
(6) [Th: 91.6%] [ADLIB 1980/6] - Editor: 安藤和正, 松下佳男, 松永記代美, 高橋寛 - ...
(7) [Th: 91.4%] [ADLIB 1974/10] ADLIB Editer = 児山紀芳 安藤和正 藤本雄三 松下佳男 ...
(8) [Th: 90.1%] [ADLIB 1981/9] ●ステップスのサインは家宝もの ナ、ナ、ナント、ステップスの実筆サイン..."
56.0,25,13,3. 奏法・技術・オーディオ・機材 🎧,70-80年代音楽誌：新譜と機材の熱気,No Interaction,Rが9ヶ月先行,0.481227,0.103149,0.388005,1.0,"売る, 本号, 新品, 千円, 同様, 安藤, ケース, 企画, 今年, 次号, いかが, 特別企画, 購入, 勉強会, 楽器",25.0,13.0,"(1) [Th: 91.2%] [ADLIB 1977/1] ● いろいろ不備なところもあるかと思いますが本号をもって、やっと「'7...
(2) [Th: 89.1%] [ADLIB 1980/0] 編集後記 ●一年一度の特別企画として第4回目になる本誌選出の『'79ベ...
(3) [Th: 88.0%] [ADLIB 1980/5] ●春うららの5月号をお届けいたします。発行日変更による編集作業のドサク...
(4) [Th: 87.9%] [ADLIB 1981/4] ●いろいろな音楽ジャンルにクロスオーバーしているギタリスト/プロデュー...
(5) [Th: 87.1%] [ADLIB 1981/12] ●秋がアッという間に過ぎ去り、年末のあわただしさに突入って感じの毎日が...
(6) [Th: 86.2%] [ADLIB 1980/4] ●月刊化第1号となった前号 (3月号) に寄せられた皆様方からの反響は...
(7) [Th: 85.8%] [ADLIB 1982/1] ★本誌選出 '81年度の最高作品 '81アドリブ・ベスト・レコード発表...
(8) [Th: 85.2%] [ADLIB 1981/6] ●ヒノテルこと日野皓正が2回目の本誌表紙を飾った6月号をお届けします。..."
57.0,25,14,4. 雑誌編集・ファン心理・特典グッズ 🎁,音楽雑誌の付録・限定グッズ,No Interaction,同時/なし,0.458144,0.483682,0.238328,2.0,"ステッカー, プレゼント, 製作, 特別, badge, 記念, 特大, シャツ, カラー・ポスター, ポスター, サイズ, 制作, 付録, カレンダ, 日本コロムビア",25.0,14.0,"(1) [Th: 95.0%] [ADLIB 1981/11] ●ボブ・シーガーのバッヂ 大人のシブイ魅力のロックン・ローラー=ボブ・...
(2) [Th: 93.7%] [ADLIB 1981/5] ●YMOの赤い腕章 2度目のワールド・ツアー以後、異常なまでの話題を呼...
(3) [Th: 93.6%] [ADLIB 1981/6] ●ルーファスのポスター センス抜群のサウンドが魅力のルーファス。彼らの...
(4) [Th: 93.5%] [ADLIB 1981/12] ●スクエアのポスター 「ロックーン」より約1年半ぶりの新作「マジック」...
(5) [Th: 93.5%] [ADLIB 1981/6] ●ビリー＆ビーターズのバッヂ 東京音楽祭で金賞に輝いたビリー＆ビーター...
(6) [Th: 93.3%] [ADLIB 1981/3] ●矢野顕子の大型マッチ TVコマーシャルでも流れている、矢野アッコちゃ...
(7) [Th: 92.8%] [ADLIB 1980/3] シェールのポスター アルバム発売ごとにH度を増して、世の男性諸君を喜ば...
(8) [Th: 92.7%] [ADLIB 1981/1] ●YMOの音の鳴るバッヂ で、でましたYMOバッチ!これもYMOのワー..."
58.0,25,15,5. ブラックミュージック・ジャンル論 ✊,読者の音楽相談室：新旧ソウル探訪,Co-evolution (E↔R),Rが3ヶ月先行,-0.557596,0.000530831,9.04e-05,2.0,"new, best, music, black, sounds, in, contents, コンテンポラリー, of, focus, roots, 見どころ, 名盤, ブルース, ザ・ギャング",25.0,15.0,"(1) [Th: 95.0%] [ADLIB 1975/7] レディ・ソウル入門実践教室山口弘滋 - 美人のレディ・ソウルが楽しみた...
(2) [Th: 94.8%] [ADLIB 1975/7] ...は、どんな受賞者がいますか。 [個人情報] 1958年にスタートしたグラミー賞ですが、年毎に受賞部門が...
(3) [Th: 94.4%] [ADLIB 1974/1] NEW SOUNDS GROUP '74 (最も期待されるグループ・完...
(4) [Th: 93.0%] [ADLIB 1975/1] GUIDE to SOUL & IT'S RECORDS ソウル入門実...
(5) [Th: 92.1%] [ADLIB 1981/4] 僕のN.Y.なんでも見聞記 ●N.Y.の音楽ガイド 今回はリラックスし...
(6) [Th: 91.6%] [ADLIB 1974/1] SPECIAL PHOTOGRAPH (P.20) - カーティス・メ...
(7) [Th: 89.3%] [ADLIB 1974/1] SWING JOURNAL QUARTERLY FOR NEW GEN...
(8) [Th: 88.7%] [ADLIB 1975/4] アドリブ選定ベスト・レコード 〔75年1月+2月+3月新譜〕 SOUL..."
59.0,25,16,3. 奏法・技術・オーディオ・機材 🎧,クロスオーバー名手の音と技,No Interaction,Rが5ヶ月先行,-0.296326,0.907609,0.35235,1.0,"リック, たたく, クン, spinoza, 五郎, リック・マロッタ, 雑魚, stuff, サンボーン, 出来る, トニー・レビン, ベース, 在籍, バス, 聴ける",25.0,16.0,"(1) [Th: 98.8%] [ADLIB 1981/3] 野口五郎のクロスオーバーアンテナ ●オーディオって自分の大好きな“味”...
(2) [Th: 98.7%] [ADLIB 1980/6] 野口五郎のクロスオーバーアンテナ ●サンボーンも、スピノザも、みんなみ...
(3) [Th: 98.5%] [ADLIB 1980/9] 野口五郎のクロスオーバーアンテナ ●何よりもさりげない自然さがよかった...
(4) [Th: 98.4%] [ADLIB 1982/1] 野口五郎のクロスオーバー・アンテナ ●“感性”のドラマー、わが愛するリ...
(5) [Th: 98.0%] [ADLIB 1980/4] アメリカX日間シッチャカメッチャカ見て歩きレポート・VOL.2 笠木修...
(6) [Th: 97.1%] [ADLIB 1980/5] 野口五郎のクロスオーバーアンテナ ●あの“イエーとかワーとか言っている...
(7) [Th: 96.7%] [ADLIB 1982/1] ●サウンドの縁の下の力持ち、ベース。だからアンプにも気を使う！ Guy...
(8) [Th: 95.0%] [ADLIB 1979/10] ...しいと思っているんですがね。 [個人情報]"
60.0,25,17,5. ブラックミュージック・ジャンル論 ✊,70-80sジャズ・フュージョンの水先案内人,No Interaction,Rが11ヶ月先行,0.490615,0.117244,0.566405,1.0,"紺野, 水野さちこ, 吹田, 靖治, 吉成, 鈴木道子, 岩浪洋三, 一雄, 江原, 湯川れい子, 青木啓, 岡崎, 正通, 平山雄一, 吉岡正晴",25.0,17.0,"(1) [Th: 97.8%] [ADLIB 1976/1] 4 VIEWS ON NEW SOUND RECORDS メロー・マッ...
(2) [Th: 97.1%] [ADLIB 1977/7] 第16号担当者(ABC順・敬称略) = 穴沢よしえ、青木啓、江原一雄、...
(3) [Th: 96.9%] [ADLIB 1980/6] 新譜レコード＆テープ・ガイド 新譜レコード紹介 - 担当者(ABC順・...
(4) [Th: 96.8%] [ADLIB 1980/8] 新譜レコード&テープ・ガイド 新譜レコード紹介 ●担当者（ABC順・敬...
(5) [Th: 96.7%] [ADLIB 1980/7] 新譜レコード&テープ・ガイド 新譜レコード紹介 担当者(ABC順・敬称...
(6) [Th: 96.7%] [ADLIB 1978/7] 第20号担当者 (ABC順・敬称略) = 青木 啓, 江原一雄, 糸居...
(7) [Th: 96.7%] [ADLIB 1978/10] 第21号担当者（ABC順・敬称略）=青木 啓, 江原一雄, 糸居五郎,...
(8) [Th: 96.6%] [ADLIB 1980/9] 新譜レコード＆テープ・ガイド 新譜レコード紹介 -14 ●担当者(AB..."
